"","BCPD","Lifestage","Sex","Morph_original","maxPower","maxFreq","propPower","R","G","B","Cluster"
"39",385,"A","F","beige_red",0.541074777,90.50966632,0.112393787,10.702766914,7.866823835,5.164373758,"3"
"40",393,"A","F","white_hourglass",1.737283637,63.99999893,0.132854136,23.00678584,18.84105085,14.50870592,"2"
"41",396,"A","F","beige_middle",1.299809425,90.50966632,0.141728919,20.30967056,11.562225714,6.308483954,"2"
"42",403,"A","F","beige_red",0.51536831,90.50966632,0.10025035,10.327486053,6.726804256,4.524818789,"3"
"43",405,"A","F","red_gold",0.36775263,90.50966632,0.103116267,9.319072036,5.768250245,3.883487894,"3"
"44",406,"A","F","white_back_beige",1.847415212,63.99999893,0.130831074,20.77385122,16.54428399,12.39105642,"2"
"45",418,"A","F","red_speckle",0.124183126,15.99999984,0.088403421,5.835033859,2.379462116,1.917972384,"1"
"46",456,"A","F","red_gold",0.35606618,90.50966632,0.121585316,8.692154774,3.743328209,2.45759339,"3"
"47",460,"A","F","red_gold",0.346226979,90.50966632,0.096198828,9.020640898,5.174245586,3.51419614,"3"
"48",465,"A","F","red_beige",0.300135775,63.99999893,0.107442236,9.098620823,4.272610024,3.342304213,"3"
"49",482,"A","F","red_beige_fluor",0.487333723,90.50966632,0.111398552,8.493680906,5.322929252,3.547990293,"3"
"50",491,"A","F","red_beige",0.541635221,63.99999893,0.123247117,9.94737907,5.277620858,3.543237514,"3"
"51",496,"A","F","red_beige",0.409745568,90.50966632,0.105673024,9.239258958,5.388848386,4.164150961,"3"
"52",499,"A","F","white",2.465154767,90.50966632,0.137367609,31.1320556,27.92180885,23.67886084,"2"
"53",503,"A","F","beige_middle",1.082379645,90.50966632,0.126211818,16.99140958,12.616138185,8.651025558,"2"
"54",505,"A","F","white_hourglass",1.20150199,90.50966632,0.105453488,19.86907053,15.11218994,11.522259131,"2"
"55",511,"A","F","white",1.806216774,45.25483331,0.133611277,24.10583648,23.08142823,20.1736166,"2"
"56",515,"A","F","red_gold",0.379642141,63.99999893,0.099152503,9.60232495,5.684501676,4.076038841,"3"
"57",516,"A","F","red_speckle",0.210828076,22.62741673,0.088834302,6.908383562,3.262328929,2.205207476,"1"
"58",520,"A","F","beige_pink",0.815579354,63.99999893,0.123557739,15.14551085,10.630490109,7.414208064,"3"
"59",524,"A","F","red_beige",0.47165357,63.99999893,0.111968814,8.692081,4.799930431,3.300946747,"3"
"60",528,"A","F","red_beige",0.39467831,22.62741673,0.1003901,9.057008914,4.600950574,3.472810731,"1"
"61",531,"A","F","red_beige",0.429924157,63.99999893,0.098961584,9.469256935,5.71019791,3.931685948,"3"
"62",534,"A","F","white_hourglass",1.67350664,63.99999893,0.139660176,20.99527285,16.27389129,11.120530712,"2"
"63",537,"A","F","red_beige",0.404336678,90.50966632,0.104592722,8.834886982,4.317879108,3.244662891,"3"
"64",538,"A","F","red_speckle_stripes",0.303436333,7.999999946,0.103088929,6.20411236,3.314808111,2.479794744,"1"
"65",540,"A","F","red_speckle",0.25942791,22.62741673,0.086628683,8.409537972,3.715565504,2.817333258,"1"
"66",541,"A","F","red_speckle",0.201189035,15.99999984,0.102652741,6.631942945,2.275614125,1.816005498,"1"
"67",542,"A","F","beige_pink",0.789683884,63.99999893,0.119581089,14.15781947,10.472608147,7.123259414,"3"
"68",558,"A","F","red_beige",0.244539196,127.9999974,0.087917314,8.112957994,3.033401723,2.08674183,"3"
"69",566,"A","F","red_gold",0.22139465,90.50966632,0.093993344,6.952974905,4.194757419,3.030337097,"3"
"70",568,"A","F","red",0.358760213,90.50966632,0.115475375,10.708334511,4.476812345,3.821602023,"3"
"71",569,"A","F","red_gold",0.243548462,63.99999893,0.093328101,7.647343885,3.968509571,2.888159128,"1"
"72",575,"A","F","red_speckle",0.321461724,90.50966632,0.103835646,9.629737053,4.109363749,2.87609466,"3"
"73",577,"A","F","red_gold",0.385703998,90.50966632,0.120442105,8.665619963,5.051833448,3.312275482,"3"
"74",580,"A","F","red_speckle",0.330761847,45.25483331,0.092765842,9.613452714,4.550046973,4.142384778,"1"
"75",581,"A","F","red_speckle",0.289972114,90.50966632,0.108646446,8.59882212,3.100076032,2.238406123,"3"
"76",583,"A","F","red_gold",0.288416959,181.019332,0.089056598,8.514523236,4.18253029,2.921873321,"3"
"77",586,"A","F","red_beige",0.462991008,63.99999893,0.125103707,10.510978126,6.020490981,4.839340604,"3"
"78",588,"A","F","red_beige",0.489960543,63.99999893,0.124097099,10.171492197,5.106115307,3.588553978,"3"
"79",591,"A","F","white_back_red",1.47294292,63.99999893,0.129573311,16.848659,12.54601607,9.311135438,"2"
"80",592,"A","F","red_speckle",0.184502222,15.99999984,0.088793386,6.85497595,3.022734204,2.446416102,"1"
"81",619,"A","F","white_hourglass",1.515835201,63.99999893,0.133324856,19.50498483,16.08999079,12.329848167,"2"
"471",208,"A","F","mimic_orange_type1",1.957156371,90.50966632,0.13967501,30.67392099,24.69171688,19.88899638,"M"
"104",377,"A","F","fluor",1.3482037,90.50966632,0.126891671,35.82383952,6.85406782,4.690079622,"M"
"125",415,"A","F","mimic_orange_type1",1.324539876,90.50966632,0.129406609,22.92032083,17.06268263,13.8201471,"M"
"137",467,"A","F","green",0.548609718,90.50966632,0.128860455,9.147017519,8.932250907,3.705305633,"M"
"142",484,"A","F","fluor",1.120616064,90.50966632,0.127990328,31.21262183,5.339007023,3.1219963,"M"
