"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m2v0_Female",0,0,-59.0095484327648,2.53424987072101,1.95801948759914,0.131008712921439,118.01909686553,5.06849974144202
"2","m2v1_Female",-0.899983000864257,0.478736269544192,-59.909531433629,2.63382096147088,3.20835921920893,0.230273535739992,119.819062867258,5.26764192294176
