"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m4v1_e_prop",0,0,559.796334783628,10.2143346663176,4.16423316569232,0.552545912122508,-1119.59266956726,20.4286693326353
"2","m4v0_e_prop",-25.130873122173,6.46281425127539,534.665461661455,9.38696469923884,1.70952442860082,0.259684807503537,-1069.33092332291,18.7739293984777
