"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m4v0_R_c",0,0,-599.103693547249,14.2839396823156,2.39833544890209,0.570053187606055,1198.2073870945,28.5678793646312
"2","m4v1_R_c",-0.0987490829656625,2.37566503847923,-599.202442630214,15.0143588387067,5.33869321944144,1.38769215905722,1198.40488526043,30.0287176774135
