"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m5v2_R_c_diff",0,0,-47000.3745419683,137.976707932105,107.612676734088,2.23201230811384,94000.7490839366,275.953415864209
"2","m5v0_R_c_diff",-152.768004005989,19.4985479569406,-47153.1425459742,139.733774235967,104.319466246147,2.36336282737204,94306.2850919484,279.467548471935
