"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m3v0_White",0,0,-45.6779864319114,5.30750240400107,2.12463606415525,0.32794991487141,91.3559728638228,10.6150048080021
"2","m3v1_White",-1.37477317620595,1.06597522426762,-47.0527596081173,5.57738522078722,4.62963480298149,0.747588538542175,94.1055192162345,11.1547704415744
