"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m4v1_B_c",0,0,-506.533120734049,17.633243036865,5.8792553317848,1.57745056689699,1013.0662414681,35.26648607373
"2","m4v0_B_c",-8.69086222347516,5.90766187321123,-515.223982957524,15.353040799108,2.36569629415921,0.495315912533571,1030.44796591505,30.706081598216
