"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m4v1_e_max",0,0,-95.6147471686673,14.3803013249004,4.53794058933119,0.709481290218053,191.229494337335,28.7606026498008
"2","m4v0_e_max",-7.7028195530153,4.33852995548474,-103.317566721683,13.9172970864581,1.87224119017652,0.292097099040392,206.635133443365,27.8345941729162
