"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m2v0_Male",0,0,-58.9877178706412,2.54200501082154,1.94204013376832,0.130678142389033,117.975435741282,5.08401002164308
"2","m2v1_Male",-0.939577626792172,0.470673729569584,-59.9272954974334,2.63718986658153,3.21442216819994,0.230352089914681,119.854590994867,5.27437973316306
