"Model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"1","m4v1_G_c",0,0,-561.05777553527,15.2941019441078,5.05185344580125,1.24604679634714,1122.11555107054,30.5882038882156
"2","m4v0_G_c",-6.78754572085153,4.67965008804329,-567.845321256121,13.8460025778088,2.13972335691025,0.430497792862395,1135.69064251224,27.6920051556177
