"BCPD","Image","Morph","Sex","Microhabitat_Association","Viewpoint","Microhabitat","Background","e_max_diff","Filter_max_diff","e_prop_diff","R_c_diff","G_c_diff","B_c_diff"
"0403","0615","RB","F","Present","0","Hydroid","Hydroid",0.1744382996,27.215641624,0.0121516342,2.7499087632,2.3504152166,0.7412624942
"0403","0616","RB","F","Present","0","Hydroid","Hydroid",0.1573709722,21.59209192,0.0085521908,2.3745515298,2.151249604,0.3430731524
"0403","0618","RB","F","Present","0","Hydroid","Hydroid",0.2335690836,23.854833578,0.011888421,2.4581215788,1.940163906,1.1149664316
"0403","0619","RB","F","Present","0","Hydroid","Hydroid",0.186146595,11.603866992,0.0204526776,1.785303146,1.9663219936,0.5815005566
"0403","0620","RB","F","Present","0","Hydroid","Hydroid",0.0407855148,19.329350254,0.0124036308,0.628070066,0.939288614,0.4476895082
"0403","0621","RB","F","Present","0","Hydroid","Hydroid",0.0781470598,3.650966748,0.0126730008,0.849989226,1.3776052528,0.994681575
"0403","0622","RB","F","Present","0","Hydroid","Hydroid",0.0898921492,31.741124956,0.0150967682,1.1886795518,1.1930205204,0.8478909624
"0403","0631","RB","F","Present","0","Hydroid","Hydroid",0.1639457388,14.25483374,0.0067502282,2.4044154812,1.2360261578,1.213098672
"0403","0634","RB","F","Present","0","Hydroid","Hydroid",0.0476975384,21.203866822,0.0072431478,0.8565161044,1.6591632916,0.7024647508
"0403","0635","RB","F","Present","0","Hydroid","Hydroid",0.062614703,21.203866822,0.0075679888,1.426279595,1.1147074374,0.6772371456
"0404","0396","RB","M","Absent","0","Hydroid","Red_Algae",0.4207427058,16.4274167286,0.0049269524,5.9732893204,5.4101620346,3.0081054834
"0404","0403","RB","M","Present","0","Hydroid","Hydroid",0.11663917,11.149032996,0.0153900218,1.3929639632,1.347247668,0.6521400596
"0404","0404","RB","M","Present","0","Hydroid","Hydroid",0.05652582,16.839191614,0.0110091988,1.0952352562,0.9644342076,0.4061721714
"0404","0406","RB","M","Present","0","Hydroid","Hydroid",0.1612299636,19.878383444,0.0113653926,3.577640567,1.1858388294,0.6487159592
"0404","0406_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.7614097438,14.25483374,0.026992146,9.916891379,7.0073644668,5.323852505
"0404","0412","RB","M","Present","0","Hydroid","Hydroid",0.2118016942,18.003866876,0.0186675252,2.2503093692,2.1865017908,2.0043418772
"0404","0415","RB","M","Present","0","Hydroid","Hydroid",0.0704426516,18.003866884,0.0105156716,1.0231095186,2.8780980196,1.2789590586
"0404","0415_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.8500820026,6.301933496,0.0252376088,10.672212529,8.2727921792,7.2649471796
"0404","0416","RB","M","Present","0","Hydroid","Hydroid",0.1139034084,24.403866768,0.0126127534,1.9565039272,2.9250813892,2.1579724664
"0404","0416_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.5616477964,27.054833524,0.00925628439999999,9.679444175,6.5858466104,6.2281071802
"0404","0423","RB","M","Absent","0","Hydroid","Red_Algae",0.4097004092,5.525483316,0.0076204212,6.6763401544,5.5849744908,2.9014058738
"0404","0425","RB","M","Present","0","Hydroid","Hydroid",0.184488312,22.5293502,0.0193026708,3.1210607892,1.249457509,0.6856175452
"0404","0425_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.9904798038,23.62741658,0.0174288994,13.149786411,11.686338973,10.4420128994
"0404","0427","RB","M","Absent","0","Hydroid","Red_Algae",0.4151079684,17.454833686,0.0150633772,6.8080010406,5.4084961212,2.6285064016
"0404","0428","RB","M","Absent","0","Hydroid","Red_Algae",0.420470608,20.427416642,0.0146932692,6.4421653848,5.4167695614,2.6947643106
"0404","0429","RB","M","Present","0","Hydroid","Hydroid",0.3244301238,11.603866992,0.0218548284,2.5445514138,3.3973883944,3.549220114
"0404","0431","RB","M","Present","0","Hydroid","Hydroid",0.08517182,5.525483316,0.0184754014,1.7008794434,1.16786876,0.4534836998
"0404","0431_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.7035880004,5.525483316,0.0276375282,8.196823797,6.8170003156,6.3524029186
"0404","0433","RB","M","Absent","0","Hydroid","Red_Algae",0.4058656288,15.741125226,0.0091033898,6.5756553334,5.7093605794,3.02831261
"0404","0434","RB","M","Present","0","Hydroid","Hydroid",0.2041344094,20.266608542,0.0103330368,1.4088909436,3.862716718,1.795217037
"0404","0434_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.7265863288,27.215641624,0.0185479224,9.054390429,6.7160145754,6.7718466794
"0404","0435","RB","M","Present","0","Hydroid","Hydroid",0.4643287366,26.278383336,0.0155589454,6.204869619,4.6327376998,5.1329719846
"0404","0435_BRYO","RB","M","Absent","0","Hydroid","Hydroid_Bryozoa",0.2481116112,25.729350154,0.01757493,2.2042299938,4.0158108708,1.8953040748
